Timestamp,EMG_Value
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.3846254,95
1744798392.3846254,195
1744798392.3846254,194
1744798392.3846254,195
1744798392.4003773,95
1744798392.4003773,195
1744798392.4003773,194
1744798392.4003773,195
1744798392.4003773,95
1744798392.4003773,195
1744798392.4003773,194
1744798392.4003773,195
1744798392.4003773,95
1744798392.4003773,195
1744798392.4003773,194
1744798392.403438,195
1744798392.403438,95
1744798392.403438,195
1744798392.403438,194
1744798392.403438,195
1744798392.403438,95
1744798392.403438,195
1744798392.403438,194
1744798392.403438,195
1744798392.4054518,95
1744798392.4054518,195
1744798392.4054518,194
1744798392.4054518,195
1744798392.4054518,95
1744798392.4054518,195
1744798392.4054518,194
1744798392.4054518,195
1744798392.4054518,95
1744798392.4054518,195
1744798392.4054518,194
1744798392.4054518,195
1744798392.4054518,95
1744798392.4054518,195
1744798392.408309,194
1744798392.408309,195
1744798392.408309,95
1744798392.408309,195
1744798392.408309,194
1744798392.408309,195
1744798392.408309,95
1744798392.408309,195
1744798392.408309,194
1744798392.4103203,195
1744798392.4103203,95
1744798392.4103203,195
1744798392.4103203,194
1744798392.4103203,195
1744798392.4103203,95
1744798392.4103203,195
1744798392.4103203,194
1744798392.4103203,195
1744798392.4103203,95
1744798392.4123354,195
1744798392.4123354,194
1744798392.4123354,195
1744798392.4123354,95
1744798392.4123354,195
1744798392.4123354,194
1744798392.4123354,195
1744798392.4123354,95
1744798392.4123354,195
1744798392.4123354,194
1744798392.4123354,195
1744798392.414345,95
1744798392.414345,195
1744798392.414345,194
1744798392.414345,195
1744798392.414345,95
1744798392.414345,195
1744798392.414345,194
1744798392.414345,195
1744798392.4160924,95
1744798392.4160924,195
1744798392.4160924,194
1744798392.4160924,195
1744798392.4160924,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4181023,194
1744798392.4181023,195
1744798392.4181023,95
1744798392.4181023,195
1744798392.4255972,194
1744798392.4255972,195
1744798392.4255972,95
1744798392.4255972,195
1744798392.4255972,194
1744798392.4255972,195
1744798392.4255972,95
1744798392.4255972,195
1744798392.4255972,194
1744798392.4255972,195
1744798392.4255972,95
1744798392.4255972,195
1744798392.4255972,194
1744798392.4255972,195
1744798392.4255972,95
1744798392.427607,195
1744798392.427607,194
1744798392.427607,195
1744798392.427607,95
1744798392.427607,195
1744798392.427607,194
1744798392.427607,195
1744798392.427607,95
1744798392.427607,195
1744798392.427607,194
1744798392.427607,195
1744798392.429185,95
1744798392.429185,195
1744798392.429185,194
1744798392.429185,195
1744798392.429185,95
1744798392.429185,195
1744798392.429185,194
1744798392.429185,195
1744798392.429185,95
1744798392.429185,195
1744798392.429185,194
1744798392.429185,195
1744798392.429185,95
1744798392.429185,195
1744798392.429185,194
1744798392.429185,195
1744798392.429185,95
1744798392.429185,195
1744798392.429185,194
1744798392.429185,195
1744798392.429185,95
1744798392.429185,195
1744798392.4322212,194
1744798392.4322212,195
1744798392.4322212,95
1744798392.4322212,195
1744798392.4322212,194
1744798392.4322212,195
1744798392.4322212,95
1744798392.4322212,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4341025,95
1744798392.4341025,195
1744798392.4341025,194
1744798392.4341025,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4481256,194
1744798392.4481256,195
1744798392.4481256,95
1744798392.4481256,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
1744798392.4637685,95
1744798392.4637685,195
1744798392.4637685,194
1744798392.4637685,195
