Timestamp,EMG_Value
1744798458.194944,1023
1744798458.194944,1023
1744798458.194944,1023
1744798458.194944,1023
1744798458.194944,1023
1744798458.194944,1023
1744798458.194944,612
1744798458.194944,318
1744798458.2264957,188
1744798458.2724493,123
1744798458.322083,95
1744798458.3756866,75
1744798458.4273517,68
1744798458.4625537,62
1744798458.5261352,61
1744798458.5769246,59
1744798458.6213198,57
1744798458.6790643,54
1744798458.7302012,53
1744798458.780146,51
1744798458.8276393,50
1744798458.8805022,48
1744798458.9220212,47
1744798458.981546,47
1744798459.0307484,46
1744798459.0810263,44
1744798459.1321251,44
1744798459.1843226,43
1744798459.2248354,42
1744798459.2828705,43
1744798459.3345025,42
1744798459.3846505,43
1744798459.4303603,41
1744798459.481135,42
1744798459.526354,43
1744798459.5856237,43
1744798459.6369545,42
1744798459.6847565,44
1744798459.73564,43
1744798459.7807882,45
1744798459.8378367,45
1744798459.8886473,46
1744798459.9398928,47
1744798459.9905963,46
1744798460.035056,46
1744798460.0832407,47
1744798460.1312816,46
1744798460.1845312,46
1744798460.2430642,47
1744798460.290368,46
1744798460.3422112,46
1744798460.3894875,45
1744798460.4336405,44
1744798460.4808285,44
1744798460.5435255,44
1744798460.591879,43
1744798460.645949,44
1744798460.6970248,44
1744798460.734156,44
1744798460.7818203,43
1744798460.8475037,45
1744798460.8934782,44
1744798460.9424841,46
1744798460.9905448,46
1744798461.0415294,47
1744798461.099478,51
1744798461.147485,60
1744798461.2008178,70
1744798461.250371,83
1744798461.2910128,96
1744798461.337159,99
1744798461.4007766,115
1744798461.4504237,128
1744798461.4964952,145
1744798461.5459888,177
1744798461.6064184,209
1744798461.6561537,239
1744798461.701968,249
1744798461.749467,253
1744798461.7968147,268
1744798461.8449214,268
1744798461.9085138,252
1744798461.9576256,246
1744798462.0035186,238
1744798462.0584593,229
1744798462.1083603,220
1744798462.1461496,211
1744798462.2096279,209
1744798462.2576182,205
1744798462.3049212,202
1744798462.3526862,200
1744798462.400433,195
1744798462.450314,194
1744798462.5124989,189
1744798462.5625944,188
1744798462.6072407,183
1744798462.6548848,180
1744798462.7024617,178
1744798462.7656183,173
1744798462.8172078,170
1744798462.860466,168
1744798462.9181428,166
1744798462.9578066,168
1744798463.019278,168
1744798463.067052,174
1744798463.1183808,178
1744798463.1625876,188
1744798463.2101085,187
1744798463.257289,196
1744798463.3208573,201
1744798463.3689883,223
1744798463.4166982,226
1744798463.4725633,243
1744798463.5226378,259
1744798463.573835,235
1744798463.623781,217
1744798463.6732132,201
1744798463.7204897,188
1744798463.766195,176
1744798463.8224142,166
1744798463.8760047,160
1744798463.9275954,156
1744798463.9749212,143
1744798464.0227215,140
1744798464.0727355,157
1744798464.1161005,229
1744798464.1797607,219
1744798464.2271895,209
1744798464.2747803,180
1744798464.3299441,159
1744798464.3710368,147
1744798464.42547,139
1744798464.4828613,122
1744798464.530748,119
1744798464.5809636,112
1744798464.6260755,110
1744798464.6736865,101
1744798464.7306345,96
1744798464.7850735,95
1744798464.8323603,86
1744798464.8817506,82
1744798464.9301286,75
1744798464.9802878,72
1744798465.0357354,69
1744798465.0859637,68
1744798465.1367197,66
1744798465.1853473,65
1744798465.2315078,64
1744798465.2782247,64
1744798465.3272443,63
1744798465.3898387,64
1744798465.439449,63
1744798465.4894252,64
1744798465.540784,61
1744798465.5802317,64
1744798465.6278713,62
1744798465.693427,64
1744798465.742958,62
1744798465.7944512,64
1744798465.8338253,63
1744798465.8914332,64
1744798465.929907,64
1744798465.9938965,64
1744798466.0448117,64
1744798466.090347,64
1744798466.1419098,64
1744798466.184645,64
1744798466.245785,64
1744798466.2952757,63
1744798466.3423717,62
1744798466.3990486,61
1744798466.4393892,62
1744798466.4851427,64
1744798466.54789,72
1744798466.5957906,79
1744798466.6504774,93
1744798466.691204,112
1744798466.7385945,140
1744798466.8025286,162
1744798466.849898,189
1744798466.8974106,210
1744798466.944899,251
1744798467.0039735,281
1744798467.0554092,305
1744798467.105376,319
1744798467.150711,328
1744798467.206403,333
1744798467.257914,344
1744798467.293199,351
1744798467.3578105,354
1744798467.4060545,370
1744798467.459679,387
1744798467.4989004,403
1744798467.547904,411
1744798467.6100676,410
1744798467.6573117,393
1744798467.7070873,370
1744798467.7560153,353
1744798467.8124654,351
1744798467.8635108,336
1744798467.9110644,328
1744798467.9639368,316
1744798468.0150628,336
1744798468.0559876,347
1744798468.1087675,382
1744798468.1654518,409
1744798468.2124536,427
1744798468.2660356,456
1744798468.3174105,554
1744798468.354593,564
1744798468.4185972,446
1744798468.4667354,724
1744798468.5145037,954
1744798468.562035,933
1744798468.6116292,856
1744798468.6571255,828
1744798468.720708,833
1744798468.7688446,827
1744798468.8169885,806
1744798468.864554,821
1744798468.912021,814
1744798468.9616745,848
1744798469.0237756,896
1744798469.0712478,957
1744798469.119044,988
1744798469.1736584,1021
1744798469.214022,1018
1744798469.2776954,1023
1744798469.3256042,1023
1744798469.3792324,1023
1744798469.4226868,1023
1744798469.470128,1023
1744798469.5264275,1023
1744798469.5797002,1023
1744798469.6292257,1023
1744798469.6766846,1023
1744798469.7236605,1023
1744798469.7695837,1023
1744798469.8332455,1023
1744798469.8806891,1023
1744798469.9276836,1023
1744798469.9772573,1016
1744798470.0243528,937
1744798470.0726888,794
1744798470.134175,601
1744798470.1834958,442
1744798470.2355669,356
1744798470.2870247,297
1744798470.3247898,268
1744798470.388177,238
1744798470.4393828,198
1744798470.4848387,171
1744798470.533483,139
1744798470.5885737,123
1744798470.63581,108
1744798470.6893823,103
1744798470.7399561,95
1744798470.785103,93
1744798470.8407123,88
1744798470.8801847,87
1744798470.9299624,85
1744798470.9929526,85
1744798471.0406487,83
1744798471.0862255,86
1744798471.1340804,84
1744798471.193568,86
1744798471.2453187,84
1744798471.292829,84
1744798471.346279,85
1744798471.3875241,86
1744798471.4450946,87
1744798471.491734,85
1744798471.5463252,87
1744798471.5973172,86
1744798471.6477325,89
1744798471.69888,89
1744798471.7392156,91
1744798471.791282,89
1744798471.847843,91
1744798471.8958297,89
1744798471.9474206,88
1744798471.9926949,86
1744798472.0507195,86
1744798472.1024487,84
1744798472.1493115,86
1744798472.2031896,83
1744798472.252834,83
1744798472.2923276,81
1744798472.3403344,83
1744798472.4038632,82
1744798472.4518046,84
1744798472.4992952,82
1744798472.5468154,82
1744798472.6079333,83
1744798472.641344,83
1744798472.7068677,83
1744798472.755921,83
1744798472.8002565,86
1744798472.8478198,84
1744798472.895827,87
1744798472.959097,84
1744798473.0064394,86
1744798473.0599978,84
1744798473.1083727,85
1744798473.1604848,84
1744798473.2118485,86
1744798473.2611306,83
1744798473.3083677,82
1744798473.356124,82
1744798473.4023201,82
1744798473.451435,81
1744798473.5133445,81
1744798473.5608494,81
1744798473.613844,81
1744798473.6573637,80
1744798473.7059379,82
1744798473.7668812,82
1744798473.8162177,85
1744798473.8654828,88
1744798473.908965,91
1744798473.9579382,92
1744798474.0044503,98
1744798474.0678997,99
1744798474.1156125,100
1744798474.1628654,104
1744798474.2197568,90
1744798474.257429,79
1744798474.3202848,55
1744798474.3703134,46
1744798474.4214647,33
1744798474.4629648,26
1744798474.5109072,18
1744798474.5587301,13
1744798474.6235936,10
1744798474.6697118,16
1744798474.724704,13
1744798474.7651243,3
1744798474.8244905,0
1744798474.8603563,0
1744798474.9240925,0
1744798474.9737241,1
1744798475.0199132,7
1744798475.0674667,14
1744798475.1278799,17
1744798475.1786058,17
1744798475.2285073,20
1744798475.276144,21
1744798475.3210912,21
1744798475.378572,22
1744798475.415967,22
1744798475.4800777,25
1744798475.5275855,26
1744798475.5815163,27
1744798475.6249316,29
1744798475.671979,32
1744798475.717818,28
1744798475.7846682,20
1744798475.8290958,15
1744798475.876603,7
1744798475.924612,7
1744798475.9778836,4
1744798476.0201478,5
1744798476.084108,7
1744798476.13577,14
1744798476.187218,13
1744798476.2306905,6
1744798476.2784803,1
1744798476.3361688,1
1744798476.3734906,0
1744798476.4371862,0
1744798476.4847076,0
1744798476.5323467,0
1744798476.582089,0
1744798476.6394663,3
1744798476.691286,16
1744798476.7410345,30
1744798476.7912612,40
1744798476.8415916,41
1744798476.8810933,41
1744798476.929882,46
1744798476.9936423,52
1744798477.039318,58
1744798477.0892568,64
1744798477.1451252,69
1744798477.1844447,72
1744798477.245614,75
1744798477.2949455,77
1744798477.3407428,72
1744798477.3896134,69
1744798477.4392264,59
1744798477.4840674,46
1744798477.5482876,30
1744798477.5968113,18
1744798477.6427584,6
1744798477.698415,0
1744798477.749243,0
1744798477.7960973,0
1744798477.8495448,0
1744798477.8996634,2
1744798477.9492292,3
1744798478.000656,5
1744798478.0498962,6
1744798478.0997343,8
1744798478.1504185,7
1744798478.1983128,8
1744798478.253195,9
1744798478.2979817,9
1744798478.3547297,10
1744798478.4022763,9
1744798478.4514358,8
1744798478.4986737,9
1744798478.5485823,9
1744798478.5937474,8
1744798478.6412432,8
1744798478.7049491,7
1744798478.756448,3
1744798478.7996833,3
1744798478.8557107,0
1744798478.907858,0
1744798478.9574049,0
1744798479.0065012,0
1744798479.0542965,0
1744798479.1036751,0
1744798479.149801,3
1744798479.197332,4
1744798479.2448182,6
1744798479.3078456,9
1744798479.3566608,14
1744798479.4053378,25
1744798479.450413,16
1744798479.5095356,9
1744798479.5613317,2
