Timestamp,EMG_Value
1744798169.4501543,193
1744798169.4501543,197
1744798169.4501543,195
1744798169.4501543,191
1744798169.4501543,189
1744798169.4501543,191
1744798169.4501543,192
1744798169.4501543,196
1744798169.4857166,195
1744798169.527242,208
1744798169.5908601,204
1744798169.6413786,221
1744798169.692373,212
1744798169.7434707,228
1744798169.7929924,221
1744798169.8311265,239
1744798169.8945467,232
1744798169.9427829,243
1744798169.9944487,244
1744798170.043776,246
1744798170.0832992,259
1744798170.147449,270
1744798170.1974642,248
1744798170.2443008,251
1744798170.2984672,233
1744798170.3478014,198
1744798170.3993697,149
1744798170.4487147,118
1744798170.4960668,98
1744798170.5488465,85
1744798170.6007576,79
1744798170.6392477,72
1744798170.700707,71
1744798170.748558,68
1744798170.8002641,67
1744798170.8435404,65
1744798170.9009676,66
1744798170.9468205,60
1744798171.0019915,60
1744798171.0499308,59
1744798171.1030586,65
1744798171.1547716,58
1744798171.20376,58
1744798171.2549407,53
1744798171.3029501,58
1744798171.3502839,55
1744798171.3980129,59
1744798171.4560416,54
1744798171.4938834,58
1744798171.558042,53
1744798171.6056876,59
1744798171.6539407,59
1744798171.7077346,57
1744798171.7493763,58
1744798171.7968652,59
1744798171.860383,58
1744798171.910101,58
1744798171.9620101,57
1744798172.0115597,62
1744798172.0514169,60
1744798172.0993822,61
1744798172.1632884,58
1744798172.21337,59
1744798172.2590241,60
1744798172.3100684,60
1744798172.3540683,62
1744798172.4019413,58
1744798172.465374,63
1744798172.5131488,60
1744798172.5608373,63
1744798172.6168299,60
1744798172.6681445,62
1744798172.7035618,59
1744798172.767513,62
1744798172.8150756,60
1744798172.869115,62
1744798172.9106727,61
1744798172.9585037,61
1744798173.0061939,61
1744798173.0691707,59
1744798173.117106,61
1744798173.164543,59
1744798173.2120705,63
1744798173.2718086,59
1744798173.322872,60
1744798173.3704634,62
1744798173.4180422,65
1744798173.4755664,62
1744798173.5153923,63
1744798173.562248,58
1744798173.6265657,61
1744798173.6714883,61
1744798173.7266846,63
1744798173.7722838,59
1744798173.8140364,62
1744798173.8778112,58
1744798173.9268653,61
1744798173.9766963,58
1744798174.028261,61
1744798174.0676622,61
1744798174.1157422,63
1744798174.180727,61
1744798174.2265453,58
1744798174.2826009,60
1744798174.3318799,57
1744798174.3694966,59
1744798174.4329298,60
1744798174.4805872,61
1744798174.533862,59
1744798174.5768878,60
1744798174.6344879,59
1744798174.683919,59
1744798174.7331681,58
1744798174.782641,59
1744798174.8283193,56
1744798174.877385,59
1744798174.9330482,56
1744798174.9875286,60
1744798175.0373938,58
1744798175.0848322,60
1744798175.1389866,58
1744798175.1786387,60
1744798175.2260525,57
1744798175.2892125,58
1744798175.3412545,58
1744798175.3841782,59
1744798175.4318655,59
1744798175.4788442,57
1744798175.5424342,59
1744798175.591908,57
1744798175.637543,58
1744798175.6852612,58
1744798175.734926,59
1744798175.7828987,57
1744798175.8448336,59
1744798175.892714,57
1744798175.9433382,59
1744798175.9903388,57
1744798176.0472403,60
1744798176.0831323,58
1744798176.14705,60
1744798176.194876,57
1744798176.2442162,59
1744798176.290418,57
1744798176.3378334,60
1744798176.3960536,59
1744798176.4505227,59
1744798176.4953423,59
1744798176.5450907,58
1744798176.6027024,59
1744798176.6381083,57
1744798176.7018297,60
1744798176.7496686,57
1744798176.8034534,58
1744798176.854712,58
