timestamp,emotion_label,s1,s2,s3,s4,s5,s6,s7,s8,muscle_name
1747580202,happy,288,49,39,41,13,44,26,50,Zygomaticus Major
1747580202,happy,3,29,46,37,33,18,31,196,Orbicularis oculi
1747580202,happy,396,22,32,21,40,15,40,345,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,8,8,7,17,59,18,24,337,Orbicularis oculi
1747580202,happy,317,41,37,11,31,19,45,257,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,401,56,25,39,18,27,19,18,Zygomaticus Major
1747580202,happy,189,14,61,35,15,28,44,199,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,294,7,58,21,45,41,14,386,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,20,3,11,50,58,41,45,261,Orbicularis oculi
1747580202,happy,397,28,22,40,43,30,34,252,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,186,50,54,36,21,18,45,285,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,192,47,11,40,26,27,11,310,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,203,24,54,31,38,57,24,47,Zygomaticus Major
1747580202,happy,410,7,58,33,13,58,25,320,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,262,23,32,24,27,35,20,199,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,355,23,4,5,59,34,52,324,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,426,23,40,24,34,37,45,40,Zygomaticus Major
1747580202,happy,403,21,53,38,47,34,41,40,Zygomaticus Major
1747580202,happy,398,57,14,58,25,55,12,266,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,242,25,39,22,32,37,44,46,Zygomaticus Major
1747580202,happy,32,22,24,53,49,51,46,307,Orbicularis oculi
1747580202,happy,442,8,37,53,30,35,38,201,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,432,36,14,52,29,57,12,20,Zygomaticus Major
1747580202,happy,241,11,14,10,48,9,30,340,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,15,53,45,28,28,4,21,239,Orbicularis oculi
1747580202,happy,243,50,54,55,57,56,24,33,Zygomaticus Major
1747580202,happy,19,36,49,45,24,20,41,218,Orbicularis oculi
1747580202,happy,267,44,42,35,24,4,12,404,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,235,28,32,36,34,55,19,440,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,421,9,45,12,50,46,5,292,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,386,54,27,48,21,53,24,445,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,327,45,59,13,56,31,50,401,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,327,22,54,47,34,23,52,445,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,190,30,9,12,26,18,47,31,Zygomaticus Major
1747580202,happy,31,14,41,30,35,58,52,289,Orbicularis oculi
1747580202,happy,256,50,40,13,48,14,17,256,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,232,5,50,57,52,55,41,9,Zygomaticus Major
1747580202,happy,221,50,31,38,57,22,27,179,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,37,43,32,5,34,16,45,348,Orbicularis oculi
1747580202,happy,373,37,37,25,40,43,31,55,Zygomaticus Major
1747580202,happy,450,52,29,36,20,9,42,11,Zygomaticus Major
1747580202,happy,13,10,5,40,47,20,27,430,Orbicularis oculi
1747580202,happy,298,47,57,19,26,26,7,235,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,256,7,29,46,29,54,24,235,"Zygomaticus Major, Orbicularis oculi"
1747580202,happy,59,41,38,44,16,27,20,295,Orbicularis oculi
1747580202,happy,342,34,29,50,28,37,41,53,Zygomaticus Major
1747580202,happy,432,32,47,3,26,52,54,259,"Orbicularis oculi, Zygomaticus Major"
1747580202,happy,350,61,20,18,28,40,51,8,Zygomaticus Major
1747580202,happy,257,39,8,50,42,7,16,56,Zygomaticus Major
1747580202,happy,29,55,27,6,38,32,29,330,Orbicularis oculi
