timestamp,emotion_label,s1,s2,s3,s4,s5,s6,s7,s8,muscle_name
1747580823,happy,235,41,13,18,25,37,21,521,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,405,24,33,44,12,15,11,558,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,383,44,32,10,15,39,18,18,Zygomaticus Major
1747580823,happy,42,13,18,26,18,37,37,252,Orbicularis oculi
1747580823,happy,550,38,22,33,13,26,18,28,Zygomaticus Major
1747580823,happy,285,24,25,19,39,34,16,407,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,423,21,35,43,20,40,21,581,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,601,10,40,23,26,23,15,621,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,35,39,34,26,8,46,28,631,Orbicularis oculi
1747580823,happy,236,13,45,26,31,15,11,754,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,748,32,48,43,39,16,34,29,Zygomaticus Major
1747580823,happy,729,12,43,14,31,24,25,242,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,488,15,26,43,48,29,17,36,Zygomaticus Major
1747580823,happy,762,24,21,14,34,46,24,322,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,240,48,41,28,40,38,19,37,Zygomaticus Major
1747580823,happy,10,25,18,41,36,14,42,246,Orbicularis oculi
1747580823,happy,412,35,40,44,15,42,23,635,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,313,31,22,22,13,17,37,685,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,655,19,33,41,33,11,22,348,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,511,25,26,4,16,35,43,17,Zygomaticus Major
1747580823,happy,524,37,43,18,32,25,33,205,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,650,12,41,39,5,19,18,35,Zygomaticus Major
1747580823,happy,25,26,25,12,38,21,27,621,Orbicularis oculi
1747580823,happy,42,36,10,36,24,39,25,295,Orbicularis oculi
1747580823,happy,270,20,8,23,32,17,23,743,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,320,35,9,37,41,23,21,771,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,694,16,41,33,32,41,8,396,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,667,39,28,39,28,44,45,658,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,38,23,19,24,10,17,49,565,Orbicularis oculi
1747580823,happy,556,15,11,19,37,23,21,645,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,31,38,28,36,8,36,9,761,Orbicularis oculi
1747580823,happy,11,18,42,40,27,16,47,253,Orbicularis oculi
1747580823,happy,422,24,32,23,48,10,9,599,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,351,40,34,15,21,14,15,250,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,594,8,13,25,42,19,27,683,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,36,41,31,13,34,11,25,558,Orbicularis oculi
1747580823,happy,257,11,16,25,26,19,10,282,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,339,40,19,36,31,36,27,17,Zygomaticus Major
1747580823,happy,490,22,36,11,25,33,29,552,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,477,17,37,11,20,39,41,756,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,216,12,20,24,37,33,38,423,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,325,41,15,19,14,39,8,675,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,40,34,26,13,43,27,8,307,Orbicularis oculi
1747580823,happy,340,33,47,22,18,31,25,11,Zygomaticus Major
1747580823,happy,611,40,34,17,31,17,45,495,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,602,12,43,32,37,45,40,344,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,33,38,49,40,16,26,36,739,Orbicularis oculi
1747580823,happy,235,14,31,31,30,8,45,257,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,29,16,6,33,19,28,37,677,Orbicularis oculi
1747580823,happy,33,20,29,22,25,34,18,371,Orbicularis oculi
1747580823,happy,568,36,31,22,40,14,19,42,Zygomaticus Major
1747580823,happy,379,30,47,19,26,14,29,772,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,331,21,19,31,21,29,47,22,Zygomaticus Major
1747580823,happy,246,34,31,42,34,43,33,248,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,488,23,17,43,34,10,33,593,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,23,37,34,44,39,26,27,279,Orbicularis oculi
1747580823,happy,367,24,19,48,52,12,32,690,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,248,31,34,11,12,36,37,507,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,422,36,29,44,27,10,25,658,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,657,10,35,40,18,27,33,475,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,664,31,32,23,16,19,27,522,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,22,17,19,11,41,22,33,224,Orbicularis oculi
1747580823,happy,34,15,11,42,13,18,30,393,Orbicularis oculi
1747580823,happy,303,17,16,33,18,28,23,514,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,343,10,46,24,14,29,15,415,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,185,40,21,9,37,16,31,14,Zygomaticus Major
1747580823,happy,396,13,33,33,23,24,39,571,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,486,24,14,40,28,17,20,762,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,676,21,40,40,23,32,13,25,Zygomaticus Major
1747580823,happy,504,39,37,26,36,31,33,23,Zygomaticus Major
1747580823,happy,718,35,19,31,36,43,39,19,Zygomaticus Major
1747580823,happy,586,39,44,22,47,9,37,26,Zygomaticus Major
1747580823,happy,617,19,16,40,40,14,36,37,Zygomaticus Major
1747580823,happy,457,37,49,23,22,12,34,216,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,471,21,41,20,21,25,16,467,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,597,44,36,13,21,12,20,35,Zygomaticus Major
1747580823,happy,362,34,28,7,39,15,46,326,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,12,35,32,19,11,39,43,412,Orbicularis oculi
1747580823,happy,637,35,15,37,20,20,34,252,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,367,30,23,32,8,13,40,698,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,12,8,24,32,24,35,26,268,Orbicularis oculi
1747580823,happy,591,26,16,13,43,19,33,630,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,40,12,35,32,23,19,45,783,Orbicularis oculi
1747580823,happy,743,45,34,21,25,27,12,35,Zygomaticus Major
1747580823,happy,605,28,30,46,20,34,44,472,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,42,28,23,36,20,31,10,350,Orbicularis oculi
1747580823,happy,741,11,41,40,38,13,43,318,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,519,38,35,20,22,47,26,42,Zygomaticus Major
1747580823,happy,308,37,38,27,12,23,36,294,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,744,36,24,46,40,28,38,29,Zygomaticus Major
1747580823,happy,266,33,21,24,28,42,29,664,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,9,45,10,13,25,47,33,698,Orbicularis oculi
1747580823,happy,487,11,23,21,16,42,19,496,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,182,43,11,45,16,10,37,435,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,677,22,22,15,14,27,20,691,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,29,13,29,37,11,29,23,238,Orbicularis oculi
1747580823,happy,404,22,35,43,16,41,10,779,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,573,21,41,19,29,45,25,706,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,663,44,11,9,24,34,22,687,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,348,32,39,19,11,24,36,233,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,323,5,21,22,12,14,46,581,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,313,38,11,15,34,15,41,43,Zygomaticus Major
1747580823,happy,317,43,35,40,13,33,33,523,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,329,41,22,28,27,23,18,592,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,269,43,31,42,16,39,46,368,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,494,24,16,24,12,10,44,45,Zygomaticus Major
1747580823,happy,11,22,36,34,18,16,26,339,Orbicularis oculi
1747580823,happy,629,30,33,16,25,17,21,591,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,688,10,17,32,30,19,7,36,Zygomaticus Major
1747580823,happy,289,42,30,8,21,32,28,200,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,736,43,18,46,18,27,38,343,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,708,17,11,8,43,31,18,465,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,690,22,33,21,20,20,26,10,Zygomaticus Major
1747580823,happy,352,37,36,22,12,16,27,557,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,404,14,10,15,29,28,31,17,Zygomaticus Major
1747580823,happy,424,35,14,22,32,26,44,302,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,37,30,13,28,41,34,32,258,Orbicularis oculi
1747580823,happy,404,19,41,16,41,36,30,39,Zygomaticus Major
1747580823,happy,704,27,33,43,31,35,30,661,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,579,43,36,30,19,32,42,406,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,514,23,21,36,31,28,12,47,Zygomaticus Major
1747580823,happy,772,44,17,22,36,26,30,12,Zygomaticus Major
1747580823,happy,716,36,42,9,37,30,11,523,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,15,15,16,9,33,34,15,460,Orbicularis oculi
1747580823,happy,534,22,24,26,26,41,34,218,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,8,8,10,26,17,20,26,439,Orbicularis oculi
1747580823,happy,629,18,28,18,30,31,12,385,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,552,27,9,20,49,34,7,623,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,29,36,18,21,43,24,7,399,Orbicularis oculi
1747580823,happy,34,29,24,38,38,44,15,441,Orbicularis oculi
1747580823,happy,7,32,35,32,24,26,34,420,Orbicularis oculi
1747580823,happy,529,42,37,39,12,28,26,42,Zygomaticus Major
1747580823,happy,30,19,13,32,30,9,27,418,Orbicularis oculi
1747580823,happy,44,37,34,31,30,34,23,203,Orbicularis oculi
1747580823,happy,272,9,40,27,13,44,43,186,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,583,21,44,25,22,26,22,523,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,276,35,41,35,19,26,46,568,"Zygomaticus Major, Orbicularis oculi"
1747580823,happy,481,38,29,30,11,26,19,24,Zygomaticus Major
1747580823,happy,732,36,24,41,29,19,45,567,"Orbicularis oculi, Zygomaticus Major"
1747580823,happy,411,44,26,38,19,18,31,24,Zygomaticus Major
