timestamp,emotion_label,s1,s2,s3,s4,s5,s6,s7,s8,muscle_name
1747580557,happy,297,19,25,41,24,26,52,23,Zygomaticus Major
1747580557,happy,36,41,10,14,22,13,44,199,Orbicularis oculi
1747580557,happy,293,49,31,16,49,50,33,34,Zygomaticus Major
1747580557,happy,336,48,30,54,51,23,29,408,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,51,46,13,9,24,9,41,151,Orbicularis oculi
1747580557,happy,42,18,23,7,47,46,6,406,Orbicularis oculi
1747580557,happy,227,55,39,18,42,39,18,416,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,150,49,37,25,45,23,36,404,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,33,23,20,7,32,31,41,205,Orbicularis oculi
1747580557,happy,229,14,3,57,13,19,29,194,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,379,57,36,23,22,55,39,349,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,143,10,30,34,45,15,45,162,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,208,42,47,20,50,55,33,39,Zygomaticus Major
1747580557,happy,48,36,14,13,25,22,12,414,Orbicularis oculi
1747580557,happy,11,25,57,39,24,48,30,354,Orbicularis oculi
1747580557,happy,408,55,36,19,24,38,42,196,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,49,24,25,23,26,18,21,245,Orbicularis oculi
1747580557,happy,353,50,26,24,23,54,29,52,Zygomaticus Major
1747580557,happy,382,48,19,9,17,6,11,33,Zygomaticus Major
1747580557,happy,175,29,54,52,24,41,41,186,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,122,14,15,33,43,25,46,338,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,166,8,11,32,56,32,15,51,Zygomaticus Major
1747580557,happy,353,17,38,27,19,44,44,44,Zygomaticus Major
1747580557,happy,338,37,31,40,25,24,13,209,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,335,51,15,34,22,38,27,38,Zygomaticus Major
1747580557,happy,35,47,53,16,17,22,10,302,Orbicularis oculi
1747580557,happy,161,24,36,38,56,52,21,265,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,272,28,41,44,29,13,27,192,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,127,15,38,44,20,15,45,28,Zygomaticus Major
1747580557,happy,23,31,20,37,11,43,48,131,Orbicularis oculi
1747580557,happy,323,30,56,43,34,47,39,32,Zygomaticus Major
1747580557,happy,23,33,19,27,27,49,12,197,Orbicularis oculi
1747580557,happy,14,12,38,50,33,40,36,389,Orbicularis oculi
1747580557,happy,301,13,30,52,54,17,36,199,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,233,57,32,39,32,34,50,200,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,37,39,11,45,58,39,8,385,Orbicularis oculi
1747580557,happy,134,43,24,42,52,36,18,373,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,23,20,44,55,32,30,51,397,Orbicularis oculi
1747580557,happy,24,18,16,32,25,44,15,296,Orbicularis oculi
1747580557,happy,269,5,29,48,44,39,16,31,Zygomaticus Major
1747580557,happy,212,42,42,55,38,19,52,397,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,319,52,45,27,49,45,50,246,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,239,23,21,52,53,17,34,12,Zygomaticus Major
1747580557,happy,129,35,33,43,52,21,53,191,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,145,8,13,40,53,28,20,175,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,35,46,39,21,13,14,44,216,Orbicularis oculi
1747580557,happy,254,18,39,21,5,43,22,160,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,17,39,45,10,25,50,52,228,Orbicularis oculi
1747580557,happy,385,39,11,19,42,54,29,258,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,310,54,54,41,48,46,18,9,Zygomaticus Major
1747580557,happy,150,34,53,58,47,55,9,33,Zygomaticus Major
1747580557,happy,310,51,8,58,22,9,38,271,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,421,23,32,39,19,47,35,47,Zygomaticus Major
1747580557,happy,293,32,48,54,12,43,42,32,Zygomaticus Major
1747580557,happy,386,11,39,46,51,37,49,32,Zygomaticus Major
1747580557,happy,223,12,48,17,19,10,38,43,Zygomaticus Major
1747580557,happy,365,23,41,45,7,19,40,142,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,24,20,48,50,32,20,21,402,Orbicularis oculi
1747580557,happy,415,15,22,22,24,42,13,253,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,40,37,8,16,33,32,23,161,Orbicularis oculi
1747580557,happy,380,45,48,40,51,32,18,228,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,376,15,14,22,44,24,6,379,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,225,6,46,26,53,42,20,268,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,21,39,20,21,15,45,53,119,Orbicularis oculi
1747580557,happy,341,36,17,51,12,8,34,185,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,8,58,6,14,17,53,12,413,Orbicularis oculi
1747580557,happy,232,27,9,45,9,53,29,143,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,240,30,39,44,27,31,20,57,Zygomaticus Major
1747580557,happy,185,49,48,33,2,45,7,16,Zygomaticus Major
1747580557,happy,30,27,9,54,54,45,21,222,Orbicularis oculi
1747580557,happy,13,44,49,21,24,53,42,395,Orbicularis oculi
1747580557,happy,397,16,44,23,44,15,8,394,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,386,38,41,28,34,50,57,191,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,400,52,7,40,52,49,11,186,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,55,42,42,45,44,55,7,199,Orbicularis oculi
1747580557,happy,411,39,25,22,26,25,31,144,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,8,15,39,33,47,35,26,275,Orbicularis oculi
1747580557,happy,235,13,29,45,23,49,55,321,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,410,31,16,19,40,46,43,50,Zygomaticus Major
1747580557,happy,24,8,33,37,52,27,53,306,Orbicularis oculi
1747580557,happy,208,48,34,27,8,17,36,253,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,20,53,47,14,6,25,43,403,Orbicularis oculi
1747580557,happy,329,55,7,51,24,32,11,409,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,19,24,51,19,54,34,8,421,Orbicularis oculi
1747580557,happy,44,41,46,10,30,30,20,232,Orbicularis oculi
1747580557,happy,55,53,31,14,42,43,8,198,Orbicularis oculi
1747580557,happy,47,35,33,43,36,55,30,345,Orbicularis oculi
1747580557,happy,416,37,32,25,15,43,19,56,Zygomaticus Major
1747580557,happy,398,42,11,38,46,15,53,40,Zygomaticus Major
1747580557,happy,303,16,43,14,29,9,56,147,"Zygomaticus Major, Orbicularis oculi"
1747580557,happy,130,49,17,10,47,21,56,367,"Orbicularis oculi, Zygomaticus Major"
1747580557,happy,54,56,14,11,51,27,8,337,Orbicularis oculi
1747580557,happy,11,19,11,42,24,43,27,355,Orbicularis oculi
