timestamp,emotion_label,s1,s2,s3,s4,s5,s6,s7,s8,muscle_name
1747580948,happy,186,32,7,27,35,51,45,40,Zygomaticus Major
1747580948,happy,517,7,24,19,25,35,52,400,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,28,32,54,34,48,46,51,338,Orbicularis oculi
1747580948,happy,424,48,10,49,14,13,53,406,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,616,27,8,5,48,8,23,53,Zygomaticus Major
1747580948,happy,383,10,38,33,32,12,10,36,Zygomaticus Major
1747580948,happy,461,35,23,20,18,29,50,488,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,623,24,39,28,27,56,11,380,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,282,13,37,45,36,35,28,206,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,589,28,10,44,8,21,14,341,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,21,38,35,56,27,26,11,517,Orbicularis oculi
1747580948,happy,396,11,27,11,17,7,43,402,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,495,14,16,33,54,54,8,374,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,326,7,39,46,47,45,57,542,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,627,13,10,50,16,51,13,406,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,338,22,32,56,7,16,26,213,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,417,24,45,54,45,33,47,504,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,18,8,22,24,45,39,41,189,Orbicularis oculi
1747580948,happy,383,12,11,28,22,21,42,35,Zygomaticus Major
1747580948,happy,366,32,15,20,56,45,33,428,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,5,37,35,27,47,28,7,479,Orbicularis oculi
1747580948,happy,438,34,39,13,22,54,13,11,Zygomaticus Major
1747580948,happy,245,51,17,41,52,10,47,486,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,31,20,49,29,4,55,45,456,Orbicularis oculi
1747580948,happy,11,35,14,53,17,35,28,305,Orbicularis oculi
1747580948,happy,53,56,48,28,42,36,9,227,Orbicularis oculi
1747580948,happy,27,12,24,53,15,17,11,180,Orbicularis oculi
1747580948,happy,450,56,53,2,39,5,6,610,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,377,46,29,35,5,21,10,295,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,13,27,38,39,37,47,37,583,Orbicularis oculi
1747580948,happy,474,50,25,17,43,52,2,22,Zygomaticus Major
1747580948,happy,204,45,53,43,52,17,37,508,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,401,31,24,16,56,21,14,56,Zygomaticus Major
1747580948,happy,40,49,21,47,27,27,43,282,Orbicularis oculi
1747580948,happy,553,47,21,51,20,50,13,325,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,538,17,45,28,12,48,36,509,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,432,25,12,41,25,8,41,50,Zygomaticus Major
1747580948,happy,573,14,16,10,56,40,44,263,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,500,30,19,46,24,9,34,387,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,30,12,46,36,40,47,50,527,Orbicularis oculi
1747580948,happy,15,27,20,31,26,32,5,446,Orbicularis oculi
1747580948,happy,400,54,54,41,53,40,42,190,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,267,14,45,51,8,15,30,45,Zygomaticus Major
1747580948,happy,315,59,6,24,8,38,46,510,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,219,40,41,47,49,8,15,450,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,50,42,16,33,49,20,49,312,Orbicularis oculi
1747580948,happy,456,20,41,22,44,39,16,472,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,10,58,9,24,28,14,32,207,Orbicularis oculi
1747580948,happy,212,52,20,22,53,55,34,432,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,210,32,23,45,7,13,44,428,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,239,12,15,29,32,44,43,52,Zygomaticus Major
1747580948,happy,51,9,43,6,24,47,8,281,Orbicularis oculi
1747580948,happy,439,32,8,12,10,56,35,15,Zygomaticus Major
1747580948,happy,337,52,44,12,39,39,49,53,Zygomaticus Major
1747580948,happy,11,50,29,55,20,17,17,385,Orbicularis oculi
1747580948,happy,261,41,19,15,23,22,37,564,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,379,48,43,56,57,31,18,284,"Orbicularis oculi, Zygomaticus Major"
1747580948,happy,46,45,49,8,18,26,47,286,Orbicularis oculi
1747580948,happy,303,8,15,42,39,15,41,14,Zygomaticus Major
1747580948,happy,7,23,41,5,35,54,40,473,Orbicularis oculi
1747580948,happy,500,38,20,33,16,57,51,555,"Zygomaticus Major, Orbicularis oculi"
1747580948,happy,549,30,50,24,12,38,10,55,Zygomaticus Major
1747580948,happy,563,36,56,45,2,34,25,177,"Zygomaticus Major, Orbicularis oculi"
