timestamp,emotion_label,s1,s2,s3,s4,s5,s6,s7,s8,muscle_name
1747580443,happy,538,44,26,36,42,34,32,361,"Orbicularis oculi, Zygomaticus Major"
1747580443,happy,494,21,32,35,47,23,29,447,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,563,14,41,38,52,23,60,26,Zygomaticus Major
1747580443,happy,247,21,19,7,13,22,40,480,"Orbicularis oculi, Zygomaticus Major"
1747580443,happy,452,25,32,21,58,56,45,29,Zygomaticus Major
1747580443,happy,303,35,10,26,54,56,65,35,Zygomaticus Major
1747580443,happy,565,46,48,50,33,22,28,47,Zygomaticus Major
1747580443,happy,64,37,8,24,35,62,9,252,Orbicularis oculi
1747580443,happy,585,15,63,33,56,30,61,20,Zygomaticus Major
1747580443,happy,262,46,39,10,29,17,59,572,"Orbicularis oculi, Zygomaticus Major"
1747580443,happy,7,43,44,48,50,8,16,393,Orbicularis oculi
1747580443,happy,15,24,14,19,66,32,32,265,Orbicularis oculi
1747580443,happy,606,50,46,48,25,20,14,248,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,364,34,57,42,25,46,16,540,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,39,59,38,58,36,22,44,532,Orbicularis oculi
1747580443,happy,298,12,8,39,10,60,16,375,"Orbicularis oculi, Zygomaticus Major"
1747580443,happy,46,37,19,17,54,31,45,264,Orbicularis oculi
1747580443,happy,59,61,62,44,34,63,11,207,Orbicularis oculi
1747580443,happy,233,57,39,19,50,31,33,53,Zygomaticus Major
1747580443,happy,469,50,38,63,57,10,43,512,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,60,12,27,56,48,64,54,593,Orbicularis oculi
1747580443,happy,44,40,23,20,41,67,67,549,Orbicularis oculi
1747580443,happy,547,38,56,10,19,8,36,259,"Orbicularis oculi, Zygomaticus Major"
1747580443,happy,460,43,19,18,66,28,46,525,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,470,38,18,53,15,13,52,31,Zygomaticus Major
1747580443,happy,470,44,18,48,39,24,60,509,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,471,10,21,43,38,65,58,282,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,567,33,61,13,52,37,52,192,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,477,11,40,57,9,31,26,15,Zygomaticus Major
1747580443,happy,55,39,36,55,56,30,45,397,Orbicularis oculi
1747580443,happy,59,16,30,54,19,52,44,515,Orbicularis oculi
1747580443,happy,20,25,30,6,59,65,59,483,Orbicularis oculi
1747580443,happy,451,50,13,49,33,23,15,534,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,357,54,56,40,34,17,22,51,Zygomaticus Major
1747580443,happy,211,60,11,29,16,38,37,34,Zygomaticus Major
1747580443,happy,11,54,61,33,65,28,39,354,Orbicularis oculi
1747580443,happy,334,43,61,50,46,35,47,15,Zygomaticus Major
1747580443,happy,406,45,25,26,37,9,64,47,Zygomaticus Major
1747580443,happy,65,64,31,58,33,56,15,261,Orbicularis oculi
1747580443,happy,317,41,31,40,26,15,46,329,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,535,8,30,57,38,15,64,258,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,589,33,30,58,30,54,35,28,Zygomaticus Major
1747580443,happy,465,14,17,38,17,18,17,57,Zygomaticus Major
1747580443,happy,190,59,29,48,34,56,44,243,"Orbicularis oculi, Zygomaticus Major"
1747580443,happy,199,62,46,14,18,10,60,53,Zygomaticus Major
1747580443,happy,339,58,50,22,58,6,20,48,Zygomaticus Major
1747580443,happy,358,20,67,60,57,55,63,335,"Zygomaticus Major, Orbicularis oculi"
1747580443,happy,234,58,49,11,10,51,25,412,"Orbicularis oculi, Zygomaticus Major"
1747580443,happy,522,30,57,43,51,46,19,11,Zygomaticus Major
1747580443,happy,41,22,8,25,24,40,19,435,Orbicularis oculi
