timestamp,emotion_label,s1,s2,s3,s4,s5,s6,s7,s8,muscle_name
1747580979,happy,220,9,23,40,41,19,45,327,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,353,7,23,24,18,18,43,9,Zygomaticus Major
1747580979,happy,285,23,40,31,39,15,34,15,Zygomaticus Major
1747580979,happy,44,3,40,29,40,35,40,161,Orbicularis oculi
1747580979,happy,392,15,39,9,25,26,5,246,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,192,9,50,19,38,46,11,395,"Zygomaticus Major, Orbicularis oculi"
1747580979,happy,138,21,40,14,31,33,14,343,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,33,32,37,31,44,43,34,362,Orbicularis oculi
1747580979,happy,259,45,23,28,20,20,28,8,Zygomaticus Major
1747580979,happy,22,16,24,20,30,12,37,416,Orbicularis oculi
1747580979,happy,153,24,5,40,11,11,38,356,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,288,19,42,30,25,5,14,12,Zygomaticus Major
1747580979,happy,414,40,31,39,27,21,32,149,"Zygomaticus Major, Orbicularis oculi"
1747580979,happy,2,41,43,31,14,8,46,306,Orbicularis oculi
1747580979,happy,12,45,34,16,13,15,11,333,Orbicularis oculi
1747580979,happy,403,21,11,32,39,30,13,366,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,389,36,31,45,13,15,37,136,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,373,26,20,23,34,13,21,5,Zygomaticus Major
1747580979,happy,228,37,34,5,23,28,32,251,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,323,7,48,47,26,44,7,407,"Zygomaticus Major, Orbicularis oculi"
1747580979,happy,35,40,6,25,14,9,42,286,Orbicularis oculi
1747580979,happy,385,39,21,10,41,11,9,30,Zygomaticus Major
1747580979,happy,141,25,46,20,39,36,37,7,Zygomaticus Major
1747580979,happy,196,29,43,9,41,33,13,33,Zygomaticus Major
1747580979,happy,26,45,39,8,20,13,33,180,Orbicularis oculi
1747580979,happy,340,43,34,21,43,3,42,37,Zygomaticus Major
1747580979,happy,273,10,32,12,34,13,27,32,Zygomaticus Major
1747580979,happy,129,21,32,25,24,38,28,216,"Zygomaticus Major, Orbicularis oculi"
1747580979,happy,39,18,14,30,34,20,27,133,Orbicularis oculi
1747580979,happy,418,47,12,22,5,14,25,200,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,343,40,26,30,7,22,41,39,Zygomaticus Major
1747580979,happy,397,5,39,28,31,23,9,137,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,225,15,40,42,8,20,9,439,"Orbicularis oculi, Zygomaticus Major"
1747580979,happy,412,35,37,44,40,47,15,44,Zygomaticus Major
1747580979,happy,232,16,34,26,38,47,29,345,"Orbicularis oculi, Zygomaticus Major"
