timestamp,emotion_label,s1,s2,s3,s4,s5,s6,s7,s8,muscle_name
1747581001,happy,243,47,24,28,43,40,18,474,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,396,23,11,20,29,34,42,41,Zygomaticus Major
1747581001,happy,18,9,34,38,12,41,23,370,Orbicularis oculi
1747581001,happy,238,23,47,12,44,12,37,420,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,313,15,36,8,24,38,24,204,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,312,6,29,27,21,24,23,43,Zygomaticus Major
1747581001,happy,378,26,5,13,34,9,15,251,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,338,33,17,6,7,35,26,26,Zygomaticus Major
1747581001,happy,259,23,47,31,23,31,34,321,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,294,12,45,44,15,14,32,194,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,526,7,12,9,45,32,41,327,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,305,15,23,26,8,17,6,41,Zygomaticus Major
1747581001,happy,317,16,17,6,26,34,34,222,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,26,18,40,23,35,20,10,300,Orbicularis oculi
1747581001,happy,204,36,10,47,25,28,20,31,Zygomaticus Major
1747581001,happy,167,46,39,23,37,23,34,15,Zygomaticus Major
1747581001,happy,428,38,40,15,37,10,23,261,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,47,28,5,35,34,33,45,220,Orbicularis oculi
1747581001,happy,209,37,20,7,38,18,32,319,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,478,38,32,23,43,42,7,448,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,12,16,13,21,26,24,10,485,Orbicularis oculi
1747581001,happy,14,20,37,37,43,37,37,515,Orbicularis oculi
1747581001,happy,162,38,38,14,27,18,29,42,Zygomaticus Major
1747581001,happy,29,11,26,39,41,36,46,447,Orbicularis oculi
1747581001,happy,346,28,25,20,23,12,7,374,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,36,29,28,15,12,23,22,523,Orbicularis oculi
1747581001,happy,186,26,32,34,20,17,6,440,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,209,39,26,28,14,33,43,536,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,202,29,44,41,25,28,29,200,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,462,17,38,27,17,24,13,32,Zygomaticus Major
1747581001,happy,16,45,31,7,34,30,31,269,Orbicularis oculi
1747581001,happy,464,25,32,23,26,15,35,272,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,445,11,24,47,15,30,21,285,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,392,36,22,46,30,45,16,317,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,348,20,13,5,44,43,37,446,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,7,13,13,39,46,35,35,246,Orbicularis oculi
1747581001,happy,319,44,43,42,37,44,37,374,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,508,28,28,18,16,34,38,382,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,339,20,22,20,47,6,46,503,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,504,29,10,45,35,42,14,498,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,166,11,14,22,7,37,11,338,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,359,6,18,12,24,49,21,35,Zygomaticus Major
1747581001,happy,9,6,14,17,13,22,41,385,Orbicularis oculi
1747581001,happy,33,45,39,5,36,30,24,238,Orbicularis oculi
1747581001,happy,463,35,30,22,13,38,22,252,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,429,27,48,23,19,28,12,275,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,40,42,34,33,26,30,21,518,Orbicularis oculi
1747581001,happy,164,16,38,34,43,27,23,41,Zygomaticus Major
1747581001,happy,227,40,44,40,7,31,11,33,Zygomaticus Major
1747581001,happy,471,16,16,38,35,16,14,175,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,15,33,8,32,44,42,31,446,Orbicularis oculi
1747581001,happy,36,38,28,37,8,28,8,189,Orbicularis oculi
1747581001,happy,451,21,46,35,8,19,19,25,Zygomaticus Major
1747581001,happy,184,23,10,28,27,25,18,163,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,499,35,7,11,14,33,33,354,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,449,44,16,39,46,22,33,45,Zygomaticus Major
1747581001,happy,309,32,28,12,11,15,20,41,Zygomaticus Major
1747581001,happy,44,40,31,37,46,42,32,189,Orbicularis oculi
1747581001,happy,229,32,29,8,7,23,8,211,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,430,45,42,16,41,21,12,379,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,300,5,10,9,22,29,24,208,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,423,14,27,36,15,10,10,358,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,275,6,38,37,43,10,32,466,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,12,7,40,20,42,21,18,270,Orbicularis oculi
1747581001,happy,17,37,22,43,11,9,26,191,Orbicularis oculi
1747581001,happy,9,18,20,39,27,22,21,197,Orbicularis oculi
1747581001,happy,9,4,18,46,24,25,14,421,Orbicularis oculi
1747581001,happy,336,15,21,11,43,30,11,518,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,438,39,26,35,9,15,16,424,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,388,16,24,9,44,10,29,290,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,510,23,27,13,33,33,30,391,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,526,29,48,35,13,20,26,22,Zygomaticus Major
1747581001,happy,409,29,41,20,22,33,11,522,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,258,6,15,7,43,12,8,329,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,504,45,29,42,49,44,32,13,Zygomaticus Major
1747581001,happy,501,13,19,43,7,24,38,232,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,190,24,41,20,29,15,14,28,Zygomaticus Major
1747581001,happy,37,7,35,24,11,41,11,405,Orbicularis oculi
1747581001,happy,425,38,30,30,23,33,14,273,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,423,32,31,30,35,8,44,422,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,441,33,39,15,34,38,20,268,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,327,19,38,39,30,6,7,32,Zygomaticus Major
1747581001,happy,255,13,31,31,25,29,40,342,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,14,8,31,30,16,13,32,167,Orbicularis oculi
1747581001,happy,248,21,28,19,7,22,20,423,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,242,37,6,18,26,31,27,39,Zygomaticus Major
1747581001,happy,220,24,23,44,15,41,9,383,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,458,42,28,15,26,21,43,485,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,482,26,30,43,39,4,44,494,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,482,35,20,41,15,40,42,265,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,42,24,17,30,29,14,6,259,Orbicularis oculi
1747581001,happy,500,33,35,40,10,8,16,29,Zygomaticus Major
1747581001,happy,477,20,39,33,29,29,15,414,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,206,18,25,37,27,43,7,473,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,415,7,23,5,24,41,6,12,Zygomaticus Major
1747581001,happy,455,19,43,41,30,36,20,251,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,204,11,22,7,17,18,26,164,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,313,23,36,49,8,29,10,498,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,320,44,17,40,31,46,18,8,Zygomaticus Major
1747581001,happy,202,35,37,46,29,40,30,187,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,22,35,42,5,30,29,5,321,Orbicularis oculi
1747581001,happy,509,24,41,42,44,9,48,225,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,271,9,7,21,25,17,25,183,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,271,32,37,9,44,8,47,34,Zygomaticus Major
1747581001,happy,10,30,41,19,19,20,28,481,Orbicularis oculi
1747581001,happy,154,43,23,26,8,8,43,24,Zygomaticus Major
1747581001,happy,346,14,26,23,42,24,36,173,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,538,28,28,33,41,48,41,397,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,495,20,45,45,4,30,44,26,Zygomaticus Major
1747581001,happy,207,2,41,22,8,41,38,147,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,14,30,23,32,22,22,15,233,Orbicularis oculi
1747581001,happy,181,23,43,25,45,33,17,15,Zygomaticus Major
1747581001,happy,495,37,19,10,21,20,34,45,Zygomaticus Major
1747581001,happy,8,34,24,14,18,10,16,304,Orbicularis oculi
1747581001,happy,384,40,9,44,29,20,21,299,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,482,20,14,30,6,6,42,34,Zygomaticus Major
1747581001,happy,18,23,15,39,11,29,6,458,Orbicularis oculi
1747581001,happy,487,23,16,21,39,9,38,315,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,290,42,8,10,33,25,14,15,Zygomaticus Major
1747581001,happy,422,29,24,36,15,25,36,407,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,154,27,2,46,48,19,18,162,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,522,16,22,10,46,45,41,258,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,422,30,19,18,20,9,25,476,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,175,13,15,24,23,26,12,30,Zygomaticus Major
1747581001,happy,385,38,32,29,19,23,32,365,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,457,42,20,48,41,29,18,529,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,172,19,5,40,9,48,21,436,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,402,39,38,42,27,28,10,372,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,184,13,33,34,45,17,17,251,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,503,23,34,11,9,39,33,286,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,43,43,36,23,41,43,42,213,Orbicularis oculi
1747581001,happy,252,11,31,46,12,38,37,465,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,41,36,47,26,27,22,7,449,Orbicularis oculi
1747581001,happy,317,38,13,46,25,46,33,503,"Orbicularis oculi, Zygomaticus Major"
1747581001,happy,36,21,15,39,13,25,39,234,Orbicularis oculi
1747581001,happy,242,39,37,17,12,18,16,331,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,31,3,22,14,46,13,29,453,Orbicularis oculi
1747581001,happy,222,16,5,22,12,16,41,333,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,15,44,33,34,44,31,31,462,Orbicularis oculi
1747581001,happy,370,17,38,21,27,39,24,36,Zygomaticus Major
1747581001,happy,164,46,42,8,24,17,36,48,Zygomaticus Major
1747581001,happy,382,28,5,34,14,44,18,38,Zygomaticus Major
1747581001,happy,254,46,38,40,34,32,10,437,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,419,46,36,11,27,23,5,34,Zygomaticus Major
1747581001,happy,406,34,27,11,16,41,32,523,"Zygomaticus Major, Orbicularis oculi"
1747581001,happy,28,40,13,48,22,18,4,241,Orbicularis oculi
1747581001,happy,33,11,20,30,43,16,39,204,Orbicularis oculi
1747581001,happy,393,11,20,31,46,21,36,44,Zygomaticus Major
